id_perevozki,data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,kategorija_perevozki,rasstoyanie_km,gos_nomer_avto,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,id_voditelya,fio_voditelya,kompaniya_perevozchik,punkt_zagruzki,gorod_zagruzki,region_zagruzki,punkt_razgruzki,gorod_razgruzki,region_razgruzki,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,otklonenie_ot_plana_chas,tarif_summa,sebestoimost_perevozki,pribyl,tonnazh_gruza_tonn,obem_gruza_m3,protsent_zagruzki_tonn,protsent_zagruzki_obem,kolichestvo_pozitsiy,kommentariy_perevozki,nalichie_dokumentov
P-000479,2025-07-11 22:18:32,В пути,Белозеров Инкорпорэйтед,Боброва Лтд,ТНП,Междугородняя,2040.0,В383МТ77,Volvo FH,Фургон,5.0,VOD-7824,Исаев Филипп Трифонович,Собственный парк,"ст. Алдан, алл. Прибрежная, д. 812, 804819",Нижний Новгород,Нижегородская область,"к. Чикола, ул. Ручейная, д. 8/4 стр. 1/2, 901531",Хабаровск,Хабаровский край,2025-08-21 13:10:13,2025-08-23 03:14:38,2025-08-23 17:21:50,14.12,256781.81,183014.61,73767.2,2.67,8.48,0.53,0.85,43,,Ожидание
P-000480,2025-08-21 10:22:40,Доставлена,АО «Доронин Лукина»,"ЗАО «Ермакова, Гущин и Ермакова»",Оборудование,Международная,2985.71,О565ХО77,MAN TGS,Тент,25.0,VOD-1198,Харитонова Анна Архиповна,Собственный парк,"ст. Лабинск, алл. Просвещения, д. 7/9 к. 5/8, 442066",Омск,Омская область,"к. Рыльск, ш. Алтайское, д. 9/8, 392628",Екатеринбург,Свердловская область,2025-08-10 01:48:19,2025-08-20 21:05:09,2025-07-31 13:59:59,-487.09,393753.14,264378.85,129374.29,22.06,73.62,0.88,0.61,59,,Проблема
P-000481,2025-08-08 22:49:36,Доставлена,"НПО «Смирнова, Зимин и Лукина»",Псковвтормет,Опасный груз,Междугородняя,2769.63,О120АР77,Volvo FH,Цистерна,20.0,VOD-6696,Панкратий Зиновьевич Одинцов,Собственный парк,"к. Бреды, пр. Загородный, д. 7/6, 172613",Владивосток,Приморский край,"к. Воркута, бул. Коллективный, д. 12 к. 438, 834308",Калининград,Калининградская область,2025-07-03 05:20:20,2025-07-17 17:29:09,2025-08-03 10:28:05,400.98,407956.73,273706.05,134250.68,16.35,46.84,0.82,0.81,20,,Полный пакет
P-000482,2025-08-20 03:21:28,Доставлена,ОАО «Коновалов Белоусова»,Пахомова Инкорпорэйтед,Опасный груз,Междугородняя,2963.94,Е862НК77,КАМАЗ 5490,Цистерна,20.0,VOD-9923,Лаврентьева Элеонора Юрьевна,Собственный парк,"п. Рубцовск, алл. Молодежная, д. 7/1 к. 3, 697860",Сочи,Краснодарский край,"ст. Новый Оскол, ул. Индустриальная, д. 2/2 к. 940, 421674",Волгоград,Волгоградская область,2025-08-04 19:56:15,2025-08-08 19:23:29,2025-07-17 15:42:17,-531.69,331645.12,250531.78,81113.34,17.53,59.81,0.88,0.77,33,,Проблема
P-000483,2025-07-14 02:52:55,В пути,Щербакова и партнеры,Корнилов Инк,Опасный груз,Международная,1768.35,Х408АХ77,MAN TGS,Бортовой,20.0,VOD-4118,Фома Ярославович Зайцев,Субподрядчик,"д. Мирный, алл. Прибрежная, д. 8/7 стр. 54, 507183",Москва,Московская область,"с. Нефедова, ул. Весенняя, д. 51 к. 4/7, 266975",Самара,Самарская область,2025-07-09 12:20:58,2025-07-22 18:19:39,2025-08-16 07:07:44,588.8,229404.09,152403.9,77000.19,13.9,44.38,0.7,0.96,80,,Полный пакет
P-000484,2025-07-21 16:11:19,Проблемная,НПО «Мясникова-Степанова»,ЗАО «Белова Антонов»,ТНП,Междугородняя,1541.19,Н121УК77,Scania R-series,Бортовой,25.0,VOD-1204,Виноградова Валерия Григорьевна,Собственный парк,"ст. Сосногорск, ул. Октября, д. 896, 675655",Красноярск,Красноярский край,"к. Усинск, ул. Прудовая, д. 104, 219978",Воронеж,Воронежская область,2025-07-03 06:43:45,2025-07-09 01:20:45,2025-08-08 22:34:07,741.22,217934.85,184545.35,33389.5,24.65,67.76,0.99,0.66,49,,Проблема
P-000485,2025-07-07 07:39:30,Доставлена,ООО «Дроздов Гордеева»,ЗАО «Яковлев»,Продукты питания,Международная,1553.93,О518УМ77,КАМАЗ 5490,Рефрижератор,10.0,VOD-8466,Зайцев Август Тимурович,Субподрядчик,"д. Астрахань, пр. Смоленский, д. 5/9 стр. 306, 276032",Красноярск,Красноярский край,"ст. Черский, наб. Рылеева, д. 576 к. 2/9, 413271",Омск,Омская область,2025-07-07 03:48:14,2025-08-29 21:47:45,2025-08-16 14:33:06,-319.24,163674.09,116323.87,47350.22,8.55,28.51,0.86,0.68,62,,Проблема
P-000486,2025-08-07 20:59:01,Доставлена,Титан,"ЗАО «Тимофеев, Горбачева и Шестакова»",ТНП,Международная,4704.64,В844СС77,Scania R-series,Цистерна,25.0,VOD-7503,Громов Сигизмунд Тимурович,Субподрядчик,"п. Ноябрьск, алл. Озерная, д. 80 стр. 431, 730566",Новосибирск,Новосибирская область,"клх Мценск, алл. Советской Армии, д. 2, 151131",Петрозаводск,Республика Карелия,2025-07-01 19:14:28,2025-08-20 15:44:02,2025-07-20 05:46:29,-753.96,681903.78,578595.44,103308.34,20.28,60.48,0.81,0.81,71,,Полный пакет
P-000487,2025-07-06 17:51:56,Доставлена,РАО «Жданова-Лазарева»,Европа,Оборудование,Международная,2128.6,У361АУ77,MAN TGS,Рефрижератор,10.0,VOD-7927,Кононов Константин Антипович,Собственный парк,"клх Тутончаны, ш. Куйбышева, д. 365 стр. 165, 935223",Волгоград,Волгоградская область,"п. Сосногорск, алл. Докучаева, д. 9 стр. 54, 209724",Челябинск,Челябинская область,2025-07-12 12:47:34,2025-08-20 22:36:20,2025-08-18 15:10:20,-55.43,270829.2,232188.52,38640.68,6.71,22.93,0.67,0.71,77,,Полный пакет
P-000488,2025-07-02 16:55:39,Доставлена,Московская инженерно-строительная компания,ЗАО «Яковлев-Мухина»,Стройматериалы,Междугородняя,2302.56,Н150РТ77,Volvo FH,Фургон,20.0,VOD-9435,Тетерина Феврония Олеговна,Собственный парк,"с. Энгельс, бул. Ватутина, д. 999, 292922",Новосибирск,Новосибирская область,"с. Нязепетровск, пер. Репина, д. 60 к. 85, 780020",Красноярск,Красноярский край,2025-08-13 18:21:32,2025-08-18 08:22:03,2025-08-28 08:57:34,240.59,332290.07,240080.9,92209.17,10.31,30.04,0.52,0.91,8,,Полный пакет
P-000489,2025-07-01 20:58:58,Доставлена,РАО «Бобылев Рябов»,АО «Горбунов Зуев»,ТНП,Междугородняя,2070.76,К972РА77,MAN TGS,Бортовой,10.0,VOD-5895,Лихачева Прасковья Андреевна,Субподрядчик,"ст. Кемерово, пер. Высоцкого, д. 791 стр. 74, 241221",Самара,Самарская область,"клх Гремячинск (Перм.), ул. Иркутская, д. 69 к. 8/9, 124347",Казань,Республика Татарстан,2025-07-06 04:02:04,2025-08-04 20:36:28,2025-08-27 08:40:18,540.06,293238.98,179577.73,113661.25,7.85,21.69,0.78,0.94,65,,Ожидание
P-000490,2025-07-03 06:35:13,Доставлена,АО «Марков-Титов»,РАО «Фокин Кондратьева»,Сырье,Международная,3731.2,С269ХУ77,MAN TGS,Рефрижератор,5.0,VOD-5027,Борисова Татьяна Максимовна,Собственный парк,"п. Джубга, бул. Южный, д. 5/9, 805438",Москва,Московская область,"д. Юрьевец (Иван.), наб. Дачная, д. 7, 652742",Владивосток,Приморский край,2025-07-13 17:50:18,2025-07-24 21:28:12,2025-07-01 13:39:14,-559.82,475513.13,358859.57,116653.56,3.66,12.0,0.73,0.83,73,,Полный пакет
P-000491,2025-08-02 01:55:28,Проблемная,"ОАО «Михеев, Никонов и Якушева»",АО «Яковлев»,Оборудование,Междугородняя,593.4,О660ВТ77,КАМАЗ 5490,Тент,5.0,VOD-3163,Зыков Авдей Васильевич,Собственный парк,"к. Лазаревское, пр. Некрасова, д. 738 к. 4/6, 238000",Хабаровск,Хабаровский край,"ст. Енисейск, ул. Омская, д. 551, 005676",Ростов-на-Дону,Ростовская область,2025-07-06 17:59:50,2025-07-20 18:21:56,2025-08-30 12:47:35,978.43,74322.74,58998.14,15324.6,4.99,15.26,1.0,0.67,95,,Проблема
P-000492,2025-08-13 13:11:08,Доставлена,"ЗАО «Никонова, Субботина и Семенов»",Кузбасская топливная компания,Оборудование,Междугородняя,1988.98,Р964КА77,MAN TGS,Бортовой,25.0,VOD-8240,Котов Стоян Егорович,Субподрядчик,"д. Буденновск, пр. Сосновый, д. 991, 428458",Хабаровск,Хабаровский край,"к. Рыбинск, бул. Королева, д. 8, 221295",Омск,Омская область,2025-07-07 13:38:42,2025-07-09 16:33:33,2025-07-28 07:46:46,447.22,220688.82,164535.38,56153.44,19.54,56.34,0.78,0.87,4,,Полный пакет
P-000493,2025-07-19 18:01:17,Доставлена,Группа Стройтрансгаз,РАО «Лукин»,Продукты питания,Международная,2492.17,Т845УО77,Scania R-series,Тент,5.0,VOD-9817,Беспалова Виктория Ильинична,Собственный парк,"г. Невельск, бул. Большой, д. 7, 670985",Мурманск,Мурманская область,"клх Кондопога, ш. Крылова, д. 7/8 к. 6, 060288",Новосибирск,Новосибирская область,2025-08-01 05:26:02,2025-08-10 13:19:39,2025-07-12 04:38:30,-704.69,259017.06,182237.72,76779.34,3.03,9.22,0.61,0.93,9,,Полный пакет
P-000494,2025-07-26 12:50:10,Доставлена,ОАО «Максимов Чернов»,ЗАО «Горбунова»,Оборудование,Международная,4321.71,В470ВВ77,КАМАЗ 5490,Тент,25.0,VOD-1944,Тетерина Ксения Владимировна,Собственный парк,"с. Гдов, ш. Нижнее, д. 715, 144874",Омск,Омская область,"к. Алдан, ул. 60 лет Октября, д. 83 стр. 97, 314650",Петрозаводск,Республика Карелия,2025-07-05 13:31:31,2025-08-25 22:20:29,2025-07-31 08:24:27,-613.93,575942.11,462192.05,113750.06,16.46,47.84,0.66,0.97,57,,Проблема
P-000495,2025-07-21 07:46:52,В пути,ИП «Шаров-Якушева»,ЗАО «Казакова»,Стройматериалы,Междугородняя,4746.32,К322КТ77,КАМАЗ 5490,Бортовой,20.0,VOD-8516,тов. Горшков Филипп Ильич,Собственный парк,"клх Губкинский, пер. Болотный, д. 721, 506117",Мурманск,Мурманская область,"ст. Ростов, бул. Кутузова, д. 3/5, 744333",Петрозаводск,Республика Карелия,2025-08-19 17:42:24,2025-08-28 03:54:38,2025-08-20 22:12:56,-173.69,489392.65,377794.96,111597.69,16.94,50.77,0.85,0.77,23,,Полный пакет
P-000496,2025-07-11 09:30:30,Доставлена,ИП «Тихонов-Архипова»,ИП «Турова-Овчинников»,ТНП,Международная,1572.54,В654КН77,Scania R-series,Рефрижератор,20.0,VOD-9080,Рожкова Милица Аркадьевна,Собственный парк,"д. Грозный, пер. Володарского, д. 26, 238229",Петрозаводск,Республика Карелия,"д. Новомичуринск, пр. Энергетиков, д. 29, 901692",Уфа,Республика Башкортостан,2025-07-31 10:39:49,2025-08-05 00:42:47,2025-08-01 12:34:22,-84.14,184545.03,132121.46,52423.57,11.21,34.76,0.56,0.69,98,,Ожидание
P-000497,2025-08-14 18:08:47,Доставлена,ИП «Хохлов»,НПО «Михайлова-Васильева»,Сырье,Междугородняя,3414.6,Е436НУ77,Scania R-series,Фургон,5.0,VOD-6719,Матвеев Митофан Иосипович,Субподрядчик,"д. Курильск, пер. Карла Либкнехта, д. 1/9 к. 71, 783434",Красноярск,Красноярский край,"п. Фатеж, ул. Кузнецова, д. 7/2, 057898",Челябинск,Челябинская область,2025-07-07 01:08:56,2025-08-06 18:48:35,2025-08-20 13:54:38,331.1,401491.69,268820.77,132670.92,3.11,9.35,0.62,0.62,65,,Проблема
